YEAR,COUNTRY OF PRODUCTION,STATE,MUNICIPALITY,PORT,EXPORTER GROUP,IMPORTER,COUNTRY OF IMPORT,ECONOMIC BLOC,TYPE,SOY_EQUIVALENT_TONNES,SOY_DEFORESTATION_5_YEAR_ANNUAL_RISK_HECTARES
2017,BRAZIL,RIO GRANDE DO SUL,GRAMADO DOS LOUREIROS,RIO GRANDE,CARGILL,CARGILL AGRICOLA SA,CHINA (MAINLAND),CHINA (MAINLAND),Soy bean equivalents,8301.937652,
2017,BRAZIL,RIO GRANDE DO SUL,GRAMADO DOS LOUREIROS,RIO GRANDE,CARGILL,CARGILL AGRICOLA SA,ITALY,EUROPEAN UNION,Soy bean equivalents,11.72288209,
2017,BRAZIL,RIO GRANDE DO SUL,GRAMADO DOS LOUREIROS,SAO FRANCISCO DO SUL,AMAGGI,AMAGGI,CHINA (MAINLAND),CHINA (MAINLAND),Soy bean equivalents,35.18689925,
2017,BRAZIL,RIO GRANDE DO SUL,GRAMADO DOS LOUREIROS,SAO FRANCISCO DO SUL,AMAGGI,AMAGGI,PAKISTAN,PAKISTAN,Soy bean equivalents,8.963291755,
2017,BRAZIL,RIO GRANDE DO SUL,GRAMADO DOS LOUREIROS,SAO FRANCISCO DO SUL,AMAGGI,AMAGGI,THAILAND,THAILAND,Soy bean equivalents,0.903027918,
2017,BRAZIL,RIO GRANDE DO SUL,GRAMADO XAVIER,RIO GRANDE,ENGELHART,BTG PACTUAL COMMODITIES SWITZERLAND S.A.,CHINA (MAINLAND),CHINA (MAINLAND),Soy bean equivalents,4950.756735,
2017,BRAZIL,RIO GRANDE DO SUL,GRAMADO XAVIER,RIO GRANDE,ENGELHART,ECTP PACTUAL COMMODITIES (SWITZERLAND) SA,CHINA (MAINLAND),CHINA (MAINLAND),Soy bean equivalents,301.0774459,
2017,BRAZIL,RIO GRANDE DO SUL,GRAMADO XAVIER,RIO GRANDE,ENGELHART,ENGELHART ECTP (SWITZERLAND) SA,CHINA (MAINLAND),CHINA (MAINLAND),Soy bean equivalents,838.4911576,
2017,BRAZIL,RIO GRANDE DO SUL,GRAMADO XAVIER,RIO GRANDE,ENGELHART,ENGELHART,CHINA (MAINLAND),CHINA (MAINLAND),Soy bean equivalents,2523.971047,
2017,BRAZIL,RIO GRANDE DO SUL,GRAMADO XAVIER,RIO GRANDE,ENGELHART,ENGELHART PACTUAL COMMODITIES (SWITZERLAND) SA,CHINA (MAINLAND),CHINA (MAINLAND),Soy bean equivalents,205.7082304,
2017,BRAZIL,RIO GRANDE DO SUL,GUABIJU,DOMESTIC CONSUMPTION,DOMESTIC CONSUMPTION,DOMESTIC CONSUMPTION,BRAZIL,BRAZIL,Soy bean equivalents,20519.99986,
2017,BRAZIL,RIO GRANDE DO SUL,GUAPORE,DOMESTIC CONSUMPTION,DOMESTIC CONSUMPTION,DOMESTIC CONSUMPTION,BRAZIL,BRAZIL,Soy bean equivalents,15599.99951,
2017,BRAZIL,RIO GRANDE DO SUL,GUAPORE,DOMESTIC CONSUMPTION,DOMESTIC CONSUMPTION,DOMESTIC CONSUMPTION,BRAZIL,BRAZIL,Soy bean equivalents,1.00E-09,
2017,BRAZIL,RIO GRANDE DO SUL,GUARANI DAS MISSOES,DOMESTIC CONSUMPTION,DOMESTIC CONSUMPTION,DOMESTIC CONSUMPTION,BRAZIL,BRAZIL,Soy bean equivalents,60479.98155,
2017,BRAZIL,RIO GRANDE DO SUL,GUARANI DAS MISSOES,DOMESTIC CONSUMPTION,DOMESTIC CONSUMPTION,DOMESTIC CONSUMPTION,BRAZIL,BRAZIL,Soy bean equivalents,2.10E-08,
2017,BRAZIL,RIO GRANDE DO SUL,HERVEIRAS,RIO GRANDE,ENGELHART,BTG PACTUAL COMMODITIES SWITZERLAND S.A.,CHINA (MAINLAND),CHINA (MAINLAND),Soy bean equivalents,151.5537776,
2017,BRAZIL,RIO GRANDE DO SUL,HERVEIRAS,RIO GRANDE,ENGELHART,ECTP PACTUAL COMMODITIES (SWITZERLAND) SA,CHINA (MAINLAND),CHINA (MAINLAND),Soy bean equivalents,9.216656506,
2017,BRAZIL,RIO GRANDE DO SUL,HERVEIRAS,RIO GRANDE,ENGELHART,ENGELHART ECTP (SWITZERLAND) SA,CHINA (MAINLAND),CHINA (MAINLAND),Soy bean equivalents,25.66809666,
2017,BRAZIL,RIO GRANDE DO SUL,HERVEIRAS,RIO GRANDE,ENGELHART,ENGELHART,CHINA (MAINLAND),CHINA (MAINLAND),Soy bean equivalents,77.2644198,
2017,BRAZIL,RIO GRANDE DO SUL,HERVEIRAS,RIO GRANDE,ENGELHART,ENGELHART PACTUAL COMMODITIES (SWITZERLAND) SA,CHINA (MAINLAND),CHINA (MAINLAND),Soy bean equivalents,6.297190725,
2017,BRAZIL,RIO GRANDE DO SUL,HORIZONTINA,DOMESTIC CONSUMPTION,DOMESTIC CONSUMPTION,DOMESTIC CONSUMPTION,BRAZIL,BRAZIL,Soy bean equivalents,0.03963077,
2017,BRAZIL,RIO GRANDE DO SUL,HUMAITA,DOMESTIC CONSUMPTION,DOMESTIC CONSUMPTION,DOMESTIC CONSUMPTION,BRAZIL,BRAZIL,Soy bean equivalents,0.024605539,
2017,BRAZIL,RIO GRANDE DO SUL,IBARAMA,RIO GRANDE,GLENCORE,GLENCORE AGRICULTURE,CHINA (MAINLAND),CHINA (MAINLAND),Soy bean equivalents,2970.00001,
2017,BRAZIL,RIO GRANDE DO SUL,IBIACA,DOMESTIC CONSUMPTION,DOMESTIC CONSUMPTION,DOMESTIC CONSUMPTION,BRAZIL,BRAZIL,Soy bean equivalents,2.00E-09,
2017,BRAZIL,RIO GRANDE DO SUL,IBIACA,DOMESTIC CONSUMPTION,DOMESTIC CONSUMPTION,DOMESTIC CONSUMPTION,BRAZIL,BRAZIL,Soy bean equivalents,68543.99784,
2017,BRAZIL,RIO GRANDE DO SUL,IBIRAIARAS,DOMESTIC CONSUMPTION,DOMESTIC CONSUMPTION,DOMESTIC CONSUMPTION,BRAZIL,BRAZIL,Soy bean equivalents,36719.99975,
2017,BRAZIL,RIO GRANDE DO SUL,IBIRAPUITA,PARANAGUA,COFCO,COFCO BRAZIL OVERSEAS LTD,CHINA (MAINLAND),CHINA (MAINLAND),Soy bean equivalents,45.65706546,
2017,BRAZIL,RIO GRANDE DO SUL,IBIRAPUITA,RIO GRANDE,COFCO,COFCO BRAZIL OVERSEAS LTD,CHINA (MAINLAND),CHINA (MAINLAND),Soy bean equivalents,17035.69012,
2017,BRAZIL,RIO GRANDE DO SUL,IBIRAPUITA,RIO GRANDE,NIDERA,CONCORDIA TRDG,CHINA (MAINLAND),CHINA (MAINLAND),Soy bean equivalents,22818.65634,
2017,BRAZIL,RIO GRANDE DO SUL,IBIRUBA,DOMESTIC CONSUMPTION,DOMESTIC CONSUMPTION,DOMESTIC CONSUMPTION,BRAZIL,BRAZIL,Soy bean equivalents,3.20E-07,
2017,BRAZIL,RIO GRANDE DO SUL,IBIRUBA,MANAUS,COOPERATIVA AGRICOLA MISTA GENERAL OSORIO,AMAGGI,TUNISIA,TUNISIA,Soy bean equivalents,691.641195,
2017,BRAZIL,RIO GRANDE DO SUL,IBIRUBA,RIO GRANDE,COOPERATIVA AGRICOLA MISTA GENERAL OSORIO,SUDAGRI SARL,CHINA (MAINLAND),CHINA (MAINLAND),Soy bean equivalents,13400,
2017,BRAZIL,RIO GRANDE DO SUL,IBIRUBA,RIO GRANDE,ENGELHART,BTG PACTUAL COMMODITIES SWITZERLAND S.A.,CHINA (MAINLAND),CHINA (MAINLAND),Soy bean equivalents,86120.71478,
2017,BRAZIL,RIO GRANDE DO SUL,IBIRUBA,RIO GRANDE,ENGELHART,ECTP PACTUAL COMMODITIES (SWITZERLAND) SA,CHINA (MAINLAND),CHINA (MAINLAND),Soy bean equivalents,5237.382127,
2017,BRAZIL,RIO GRANDE DO SUL,IBIRUBA,RIO GRANDE,ENGELHART,ENGELHART ECTP (SWITZERLAND) SA,CHINA (MAINLAND),CHINA (MAINLAND),Soy bean equivalents,14585.94346,
2017,BRAZIL,RIO GRANDE DO SUL,IBIRUBA,RIO GRANDE,ENGELHART,ENGELHART,CHINA (MAINLAND),CHINA (MAINLAND),Soy bean equivalents,43905.64963,
2017,BRAZIL,RIO GRANDE DO SUL,IBIRUBA,RIO GRANDE,ENGELHART,ENGELHART PACTUAL COMMODITIES (SWITZERLAND) SA,CHINA (MAINLAND),CHINA (MAINLAND),Soy bean equivalents,3578.390291,
2017,BRAZIL,RIO GRANDE DO SUL,IGREJINHA,RIO GRANDE,ENGELHART,BTG PACTUAL COMMODITIES SWITZERLAND S.A.,CHINA (MAINLAND),CHINA (MAINLAND),Soy bean equivalents,12.34882632,
2017,BRAZIL,RIO GRANDE DO SUL,IGREJINHA,RIO GRANDE,ENGELHART,ECTP PACTUAL COMMODITIES (SWITZERLAND) SA,CHINA (MAINLAND),CHINA (MAINLAND),Soy bean equivalents,0.750986826,
2017,BRAZIL,RIO GRANDE DO SUL,IGREJINHA,RIO GRANDE,ENGELHART,ENGELHART ECTP (SWITZERLAND) SA,CHINA (MAINLAND),CHINA (MAINLAND),Soy bean equivalents,2.091474543,
2017,BRAZIL,RIO GRANDE DO SUL,IGREJINHA,RIO GRANDE,ENGELHART,ENGELHART,CHINA (MAINLAND),CHINA (MAINLAND),Soy bean equivalents,6.295619391,
2017,BRAZIL,RIO GRANDE DO SUL,IGREJINHA,RIO GRANDE,ENGELHART,ENGELHART PACTUAL COMMODITIES (SWITZERLAND) SA,CHINA (MAINLAND),CHINA (MAINLAND),Soy bean equivalents,0.513104429,
2017,BRAZIL,RIO GRANDE DO SUL,IJUI,DOMESTIC CONSUMPTION,DOMESTIC CONSUMPTION,DOMESTIC CONSUMPTION,BRAZIL,BRAZIL,Soy bean equivalents,17031.10598,
2017,BRAZIL,RIO GRANDE DO SUL,IJUI,DOMESTIC CONSUMPTION,DOMESTIC CONSUMPTION,DOMESTIC CONSUMPTION,BRAZIL,BRAZIL,Soy bean equivalents,8.00E-09,
2017,BRAZIL,RIO GRANDE DO SUL,IJUI,RIO GRANDE,TRES TENTOS AGROINDUSTRIAL,CEFETRA BV,SLOVENIA,EUROPEAN UNION,Soy bean equivalents,10825.5,
2017,BRAZIL,RIO GRANDE DO SUL,IJUI,RIO GRANDE,TRES TENTOS AGROINDUSTRIAL,COFCO BRAZIL OVERSEAS LTD,SLOVENIA,EUROPEAN UNION,Soy bean equivalents,10567.75,
2017,BRAZIL,RIO GRANDE DO SUL,IJUI,RIO GRANDE,TRES TENTOS AGROINDUSTRIAL,COFCO BRAZIL OVERSEAS LTD,SPAIN,EUROPEAN UNION,Soy bean equivalents,7577.85,
2017,BRAZIL,RIO GRANDE DO SUL,IJUI,RIO GRANDE,TRES TENTOS AGROINDUSTRIAL,NIDERA BV,BELGIUM,EUROPEAN UNION,Soy bean equivalents,16912.55184,
2017,BRAZIL,RIO GRANDE DO SUL,IJUI,RIO GRANDE,TRES TENTOS AGROINDUSTRIAL,NIDERA BV,SLOVENIA,EUROPEAN UNION,Soy bean equivalents,10012.17194,
2017,BRAZIL,RIO GRANDE DO SUL,IJUI,RIO GRANDE,TRES TENTOS AGROINDUSTRIAL,NIDERA SPA,FRANCE,EUROPEAN UNION,Soy bean equivalents,3082.69,
2017,BRAZIL,RIO GRANDE DO SUL,IJUI,RIO GRANDE,TRES TENTOS AGROINDUSTRIAL,NIDERA SPA,SLOVENIA,EUROPEAN UNION,Soy bean equivalents,83940.37335,
2017,BRAZIL,RIO GRANDE DO SUL,ILOPOLIS,DOMESTIC CONSUMPTION,DOMESTIC CONSUMPTION,DOMESTIC CONSUMPTION,BRAZIL,BRAZIL,Soy bean equivalents,247.9999922,
2017,BRAZIL,RIO GRANDE DO SUL,IMIGRANTE,PARANAGUA,COFCO,COFCO BRAZIL OVERSEAS LTD,CHINA (MAINLAND),CHINA (MAINLAND),Soy bean equivalents,0.226568896,
2017,BRAZIL,RIO GRANDE DO SUL,IMIGRANTE,RIO GRANDE,COFCO,COFCO BRAZIL OVERSEAS LTD,CHINA (MAINLAND),CHINA (MAINLAND),Soy bean equivalents,84.53801112,
2017,BRAZIL,RIO GRANDE DO SUL,IMIGRANTE,RIO GRANDE,NIDERA,CONCORDIA TRDG,CHINA (MAINLAND),CHINA (MAINLAND),Soy bean equivalents,113.2354375,
2017,BRAZIL,RIO GRANDE DO SUL,INDEPENDENCIA,DOMESTIC CONSUMPTION,DOMESTIC CONSUMPTION,DOMESTIC CONSUMPTION,BRAZIL,BRAZIL,Soy bean equivalents,70649.99004,
2017,BRAZIL,RIO GRANDE DO SUL,INDEPENDENCIA,DOMESTIC CONSUMPTION,DOMESTIC CONSUMPTION,DOMESTIC CONSUMPTION,BRAZIL,BRAZIL,Soy bean equivalents,1.10E-08,
2017,BRAZIL,RIO GRANDE DO SUL,INHACORA,DOMESTIC CONSUMPTION,DOMESTIC CONSUMPTION,DOMESTIC CONSUMPTION,BRAZIL,BRAZIL,Soy bean equivalents,24599.99653,
2017,BRAZIL,RIO GRANDE DO SUL,INHACORA,DOMESTIC CONSUMPTION,DOMESTIC CONSUMPTION,DOMESTIC CONSUMPTION,BRAZIL,BRAZIL,Soy bean equivalents,4.00E-09,
2017,BRAZIL,RIO GRANDE DO SUL,IPE,DOMESTIC CONSUMPTION,DOMESTIC CONSUMPTION,DOMESTIC CONSUMPTION,BRAZIL,BRAZIL,Soy bean equivalents,25203.00196,
2017,BRAZIL,RIO GRANDE DO SUL,IPIRANGA DO SUL,DOMESTIC CONSUMPTION,DOMESTIC CONSUMPTION,DOMESTIC CONSUMPTION,BRAZIL,BRAZIL,Soy bean equivalents,1.00E-09,
2017,BRAZIL,RIO GRANDE DO SUL,IPIRANGA DO SUL,PARANAGUA,CARGILL,CARGILL AGRICOLA SA,CHINA (MAINLAND),CHINA (MAINLAND),Soy bean equivalents,0.29950761,
2017,BRAZIL,RIO GRANDE DO SUL,IPIRANGA DO SUL,RIO GRANDE,CARGILL,CARGILL AGRICOLA SA,CHINA (MAINLAND),CHINA (MAINLAND),Soy bean equivalents,41940.47687,
2017,BRAZIL,RIO GRANDE DO SUL,IPIRANGA DO SUL,RIO GRANDE,CARGILL,CARGILL AGRICOLA SA,ITALY,EUROPEAN UNION,Soy bean equivalents,59.22271232,
2017,BRAZIL,RIO GRANDE DO SUL,IRAI,RIO GRANDE,MITSUI & CO.,MULTIGRAIN,CHINA (MAINLAND),CHINA (MAINLAND),Soy bean equivalents,15840.00177,
2017,BRAZIL,RIO GRANDE DO SUL,ITAARA,DOMESTIC CONSUMPTION,DOMESTIC CONSUMPTION,DOMESTIC CONSUMPTION,BRAZIL,BRAZIL,Soy bean equivalents,2.00E-09,
2017,BRAZIL,RIO GRANDE DO SUL,ITAARA,RIO GRANDE,ADM,AGROGRAIN LTD SUCURSAL URUGUAY,CHINA (MAINLAND),CHINA (MAINLAND),Soy bean equivalents,11459.52869,
2017,BRAZIL,RIO GRANDE DO SUL,ITAARA,RIO GRANDE,ADM,AGROGRAIN LTD SUCURSAL URUGUAY,TAIWAN,TAIWAN,Soy bean equivalents,60.46962369,
2017,BRAZIL,RIO GRANDE DO SUL,ITAPUCA,DOMESTIC CONSUMPTION,DOMESTIC CONSUMPTION,DOMESTIC CONSUMPTION,BRAZIL,BRAZIL,Soy bean equivalents,15404.99951,
2017,BRAZIL,RIO GRANDE DO SUL,ITAPUCA,DOMESTIC CONSUMPTION,DOMESTIC CONSUMPTION,DOMESTIC CONSUMPTION,BRAZIL,BRAZIL,Soy bean equivalents,1.00E-09,
2017,BRAZIL,RIO GRANDE DO SUL,ITATIBA DO SUL,DOMESTIC CONSUMPTION,DOMESTIC CONSUMPTION,DOMESTIC CONSUMPTION,BRAZIL,BRAZIL,Soy bean equivalents,2380.000185,
2017,BRAZIL,RIO GRANDE DO SUL,IVORA,DOMESTIC CONSUMPTION,DOMESTIC CONSUMPTION,DOMESTIC CONSUMPTION,BRAZIL,BRAZIL,Soy bean equivalents,2.00E-09,
2017,BRAZIL,RIO GRANDE DO SUL,IVORA,RIO GRANDE,ADM,AGROGRAIN LTD SUCURSAL URUGUAY,CHINA (MAINLAND),CHINA (MAINLAND),Soy bean equivalents,12533.85951,
2017,BRAZIL,RIO GRANDE DO SUL,IVORA,RIO GRANDE,ADM,AGROGRAIN LTD SUCURSAL URUGUAY,TAIWAN,TAIWAN,Soy bean equivalents,66.13865092,
2017,BRAZIL,RIO GRANDE DO SUL,JABOTICABA,DOMESTIC CONSUMPTION,DOMESTIC CONSUMPTION,DOMESTIC CONSUMPTION,BRAZIL,BRAZIL,Soy bean equivalents,1.00E-09,
2017,BRAZIL,RIO GRANDE DO SUL,JABOTICABA,DOMESTIC CONSUMPTION,DOMESTIC CONSUMPTION,DOMESTIC CONSUMPTION,BRAZIL,BRAZIL,Soy bean equivalents,19199.99897,
2017,BRAZIL,RIO GRANDE DO SUL,JACUIZINHO,DOMESTIC CONSUMPTION,DOMESTIC CONSUMPTION,DOMESTIC CONSUMPTION,BRAZIL,BRAZIL,Soy bean equivalents,1.00E-09,
2017,BRAZIL,RIO GRANDE DO SUL,JACUIZINHO,RIO GRANDE,ENGELHART,BTG PACTUAL COMMODITIES SWITZERLAND S.A.,CHINA (MAINLAND),CHINA (MAINLAND),Soy bean equivalents,5765.330224,
2017,BRAZIL,RIO GRANDE DO SUL,JACUIZINHO,RIO GRANDE,ENGELHART,ECTP PACTUAL COMMODITIES (SWITZERLAND) SA,CHINA (MAINLAND),CHINA (MAINLAND),Soy bean equivalents,350.6152678,
2017,BRAZIL,RIO GRANDE DO SUL,JACUIZINHO,RIO GRANDE,ENGELHART,ENGELHART ECTP (SWITZERLAND) SA,CHINA (MAINLAND),CHINA (MAINLAND),Soy bean equivalents,976.4524239,
2017,BRAZIL,RIO GRANDE DO SUL,JACUIZINHO,RIO GRANDE,ENGELHART,ENGELHART,CHINA (MAINLAND),CHINA (MAINLAND),Soy bean equivalents,2939.252995,
2017,BRAZIL,RIO GRANDE DO SUL,JACUIZINHO,RIO GRANDE,ENGELHART,ENGELHART PACTUAL COMMODITIES (SWITZERLAND) SA,CHINA (MAINLAND),CHINA (MAINLAND),Soy bean equivalents,239.5544644,
2017,BRAZIL,RIO GRANDE DO SUL,JACUIZINHO,RIO GRANDE,BIANCHINI,BIANTRADE LLP,BANGLADESH,BANGLADESH,Soy bean equivalents,289.460773,
2017,BRAZIL,RIO GRANDE DO SUL,JACUIZINHO,RIO GRANDE,BIANCHINI,BIANTRADE LLP,BELGIUM,EUROPEAN UNION,Soy bean equivalents,646.6720832,
2017,BRAZIL,RIO GRANDE DO SUL,JACUIZINHO,RIO GRANDE,BIANCHINI,BIANTRADE LLP,CHINA (MAINLAND),CHINA (MAINLAND),Soy bean equivalents,30350.60007,
2017,BRAZIL,RIO GRANDE DO SUL,JACUIZINHO,RIO GRANDE,BIANCHINI,BIANTRADE LLP,COTE D'IVOIRE,COTE D'IVOIRE,Soy bean equivalents,208.3465073,
2017,BRAZIL,RIO GRANDE DO SUL,JACUIZINHO,RIO GRANDE,BIANCHINI,BIANTRADE LLP,FRANCE,EUROPEAN UNION,Soy bean equivalents,1395.994627,
2017,BRAZIL,RIO GRANDE DO SUL,JACUIZINHO,RIO GRANDE,BIANCHINI,BIANTRADE LLP,INDIA,INDIA,Soy bean equivalents,277.3999075,
2017,BRAZIL,RIO GRANDE DO SUL,JACUIZINHO,RIO GRANDE,BIANCHINI,BIANTRADE LLP,ITALY,EUROPEAN UNION,Soy bean equivalents,937.2961991,
2017,BRAZIL,RIO GRANDE DO SUL,JACUIZINHO,RIO GRANDE,BIANCHINI,BIANTRADE LLP,NETHERLANDS,EUROPEAN UNION,Soy bean equivalents,490.0572817,
2017,BRAZIL,RIO GRANDE DO SUL,JACUIZINHO,RIO GRANDE,BIANCHINI,BIANTRADE LLP,PAKISTAN,PAKISTAN,Soy bean equivalents,725.3772393,
2017,BRAZIL,RIO GRANDE DO SUL,JACUIZINHO,RIO GRANDE,BIANCHINI,BIANTRADE LLP,SLOVENIA,EUROPEAN UNION,Soy bean equivalents,13438.1096,
2017,BRAZIL,RIO GRANDE DO SUL,JACUIZINHO,RIO GRANDE,BIANCHINI,BIANTRADE LLP,SOUTH KOREA,SOUTH KOREA,Soy bean equivalents,1393.02997,
2017,BRAZIL,RIO GRANDE DO SUL,JACUIZINHO,RIO GRANDE,BIANCHINI,BIANTRADE LLP,SPAIN,EUROPEAN UNION,Soy bean equivalents,1436.449086,
2017,BRAZIL,RIO GRANDE DO SUL,JACUTINGA,DOMESTIC CONSUMPTION,DOMESTIC CONSUMPTION,DOMESTIC CONSUMPTION,BRAZIL,BRAZIL,Soy bean equivalents,50000.00389,
2017,BRAZIL,RIO GRANDE DO SUL,JAGUARI,DOMESTIC CONSUMPTION,DOMESTIC CONSUMPTION,DOMESTIC CONSUMPTION,BRAZIL,BRAZIL,Soy bean equivalents,3.00E-09,
2017,BRAZIL,RIO GRANDE DO SUL,JAGUARI,RIO GRANDE,BIANCHINI,BIANTRADE LLP,BANGLADESH,BANGLADESH,Soy bean equivalents,97.63005633,
2017,BRAZIL,RIO GRANDE DO SUL,JAGUARI,RIO GRANDE,BIANCHINI,BIANTRADE LLP,BELGIUM,EUROPEAN UNION,Soy bean equivalents,218.111184,
2017,BRAZIL,RIO GRANDE DO SUL,JAGUARI,RIO GRANDE,BIANCHINI,BIANTRADE LLP,CHINA (MAINLAND),CHINA (MAINLAND),Soy bean equivalents,10236.7266,
2017,BRAZIL,RIO GRANDE DO SUL,JAGUARI,RIO GRANDE,BIANCHINI,BIANTRADE LLP,COTE D'IVOIRE,COTE D'IVOIRE,Soy bean equivalents,70.27163312,
2017,BRAZIL,RIO GRANDE DO SUL,JAGUARI,RIO GRANDE,BIANCHINI,BIANTRADE LLP,FRANCE,EUROPEAN UNION,Soy bean equivalents,470.8445731,
2017,BRAZIL,RIO GRANDE DO SUL,JAGUARI,RIO GRANDE,BIANCHINI,BIANTRADE LLP,INDIA,INDIA,Soy bean equivalents,93.56213732,
2017,BRAZIL,RIO GRANDE DO SUL,JAGUARI,RIO GRANDE,BIANCHINI,BIANTRADE LLP,ITALY,EUROPEAN UNION,Soy bean equivalents,316.1336155,
2017,BRAZIL,RIO GRANDE DO SUL,JAGUARI,RIO GRANDE,BIANCHINI,BIANTRADE LLP,NETHERLANDS,EUROPEAN UNION,Soy bean equivalents,165.2877505,
2017,BRAZIL,RIO GRANDE DO SUL,JAGUARI,RIO GRANDE,BIANCHINI,BIANTRADE LLP,PAKISTAN,PAKISTAN,Soy bean equivalents,244.6570566,
2017,BRAZIL,RIO GRANDE DO SUL,JAGUARI,RIO GRANDE,BIANCHINI,BIANTRADE LLP,SLOVENIA,EUROPEAN UNION,Soy bean equivalents,4532.439348,
2017,BRAZIL,RIO GRANDE DO SUL,JAGUARI,RIO GRANDE,BIANCHINI,BIANTRADE LLP,SOUTH KOREA,SOUTH KOREA,Soy bean equivalents,469.8446461,
2017,BRAZIL,RIO GRANDE DO SUL,JAGUARI,RIO GRANDE,BIANCHINI,BIANTRADE LLP,SPAIN,EUROPEAN UNION,Soy bean equivalents,484.4891546,
2017,BRAZIL,RIO GRANDE DO SUL,JAQUIRANA,RIO GRANDE,ENGELHART,BTG PACTUAL COMMODITIES SWITZERLAND S.A.,CHINA (MAINLAND),CHINA (MAINLAND),Soy bean equivalents,84.19654311,
2017,BRAZIL,RIO GRANDE DO SUL,JAQUIRANA,RIO GRANDE,ENGELHART,ECTP PACTUAL COMMODITIES (SWITZERLAND) SA,CHINA (MAINLAND),CHINA (MAINLAND),Soy bean equivalents,5.120364726,
2017,BRAZIL,RIO GRANDE DO SUL,JAQUIRANA,RIO GRANDE,ENGELHART,ENGELHART ECTP (SWITZERLAND) SA,CHINA (MAINLAND),CHINA (MAINLAND),Soy bean equivalents,14.2600537,
2017,BRAZIL,RIO GRANDE DO SUL,JAQUIRANA,RIO GRANDE,ENGELHART,ENGELHART,CHINA (MAINLAND),CHINA (MAINLAND),Soy bean equivalents,42.92467767,
2017,BRAZIL,RIO GRANDE DO SUL,JAQUIRANA,RIO GRANDE,ENGELHART,ENGELHART PACTUAL COMMODITIES (SWITZERLAND) SA,CHINA (MAINLAND),CHINA (MAINLAND),Soy bean equivalents,3.498439292,
2017,BRAZIL,RIO GRANDE DO SUL,LAGOA BONITA DO SUL,DOMESTIC CONSUMPTION,DOMESTIC CONSUMPTION,DOMESTIC CONSUMPTION,BRAZIL,BRAZIL,Soy bean equivalents,1.00E-09,
2017,BRAZIL,RIO GRANDE DO SUL,LAGOA BONITA DO SUL,RIO GRANDE,BIANCHINI,BIANTRADE LLP,BANGLADESH,BANGLADESH,Soy bean equivalents,29.85010918,
2017,BRAZIL,RIO GRANDE DO SUL,LAGOA BONITA DO SUL,RIO GRANDE,BIANCHINI,BIANTRADE LLP,BELGIUM,EUROPEAN UNION,Soy bean equivalents,66.68686775,
2017,BRAZIL,RIO GRANDE DO SUL,LAGOA BONITA DO SUL,RIO GRANDE,BIANCHINI,BIANTRADE LLP,CHINA (MAINLAND),CHINA (MAINLAND),Soy bean equivalents,3129.849742,
2017,BRAZIL,RIO GRANDE DO SUL,LAGOA BONITA DO SUL,RIO GRANDE,BIANCHINI,BIANTRADE LLP,COTE D'IVOIRE,COTE D'IVOIRE,Soy bean equivalents,21.4853499,
2017,BRAZIL,RIO GRANDE DO SUL,LAGOA BONITA DO SUL,RIO GRANDE,BIANCHINI,BIANTRADE LLP,FRANCE,EUROPEAN UNION,Soy bean equivalents,143.9593752,
2017,BRAZIL,RIO GRANDE DO SUL,LAGOA BONITA DO SUL,RIO GRANDE,BIANCHINI,BIANTRADE LLP,INDIA,INDIA,Soy bean equivalents,28.60635463,
2017,BRAZIL,RIO GRANDE DO SUL,LAGOA BONITA DO SUL,RIO GRANDE,BIANCHINI,BIANTRADE LLP,ITALY,EUROPEAN UNION,Soy bean equivalents,96.65694451,
2017,BRAZIL,RIO GRANDE DO SUL,LAGOA BONITA DO SUL,RIO GRANDE,BIANCHINI,BIANTRADE LLP,NETHERLANDS,EUROPEAN UNION,Soy bean equivalents,50.53625474,
2017,BRAZIL,RIO GRANDE DO SUL,LAGOA BONITA DO SUL,RIO GRANDE,BIANCHINI,BIANTRADE LLP,PAKISTAN,PAKISTAN,Soy bean equivalents,74.80319203,
2017,BRAZIL,RIO GRANDE DO SUL,LAGOA BONITA DO SUL,RIO GRANDE,BIANCHINI,BIANTRADE LLP,SLOVENIA,EUROPEAN UNION,Soy bean equivalents,1385.780306,
2017,BRAZIL,RIO GRANDE DO SUL,LAGOA BONITA DO SUL,RIO GRANDE,BIANCHINI,BIANTRADE LLP,SOUTH KOREA,SOUTH KOREA,Soy bean equivalents,143.6536504,
2017,BRAZIL,RIO GRANDE DO SUL,LAGOA BONITA DO SUL,RIO GRANDE,BIANCHINI,BIANTRADE LLP,SPAIN,EUROPEAN UNION,Soy bean equivalents,148.1311668,
2017,BRAZIL,RIO GRANDE DO SUL,LAGOA DOS TRES CANTOS,DOMESTIC CONSUMPTION,DOMESTIC CONSUMPTION,DOMESTIC CONSUMPTION,BRAZIL,BRAZIL,Soy bean equivalents,38840.00302,
2017,BRAZIL,RIO GRANDE DO SUL,LAGOAO,PARANAGUA,COFCO,COFCO BRAZIL OVERSEAS LTD,CHINA (MAINLAND),CHINA (MAINLAND),Soy bean equivalents,26.4330379,
2017,BRAZIL,RIO GRANDE DO SUL,LAGOAO,RIO GRANDE,COFCO,COFCO BRAZIL OVERSEAS LTD,CHINA (MAINLAND),CHINA (MAINLAND),Soy bean equivalents,9862.767964,
